trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
96,False,"{'a': 0.5, 'e': 0.4822530864197531}",35,13,18.96970566294399,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.47236097825958606}",30,6,-14.94057986576729,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.46277014207043365}",25,0,-9.427319412096866,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.4534684669364805}",25,6,7.354073682846938,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.4444444444444444}",30,19,-43.87608396084615,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
101,False,"{'a': 0.5, 'e': 0.43568713306974266}",25,0,-22.37052009597842,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.4271861249946602}",30,0,10.63479082114056,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.4189315151705575}",25,0,-33.27621099035572,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.41091387245233396}",25,13,-9.94431030252698,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.4031242126480222}",35,16,-5.234716615061428,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.3955539733396623}",25,0,-51.01329563717361,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.3881949903436496}",35,11,-54.147493697230956,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.3810394756896815}",20,14,7.823554954714802,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.37407999700736005}",20,15,-31.943770278152897,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
110,False,"{'a': 0.5, 'e': 0.36730945821854916}",25,8,-16.307172275855482,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.36072108144180215}",20,0,-23.854363420292806,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.3543083900226758}",20,0,-85.91867557557174,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.34806519261057606}",25,1,16.378552381305703,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3419855682090216}",25,8,4.237968177315134,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.3360638521319051}",25,12,-34.05474868985358,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.33029462280354077}",20,16,6.10037455064169,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.32467268934505406}",25,0,-2.770628147500897,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.3191930798940279}",30,10,-17.79924029712047,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.31385103060832176}",30,12,-20.66841650098568,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.308641975308642}",20,10,17.163558214233916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.3035615357178092}",30,13,-15.085550830701788,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.29860551225775633}",20,11,-32.29778596863488,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.5, 'e': 0.2937698753681304}",20,6,10.486866706484072,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2890507573129842}",25,12,-18.917395109526975,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.28444444444444444}",20,16,8.874499442538955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.27994736989445984}",20,3,14.832094945082343,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2755561066677689}",20,12,13.705602998467327,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2712673611111111}",20,0,-56.01905996016038,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.2670779667354393}",20,0,22.64764377229073,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.26298487836949375}",30,8,-64.97733243337929,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.25898516662458165}",30,6,10.085271125627365,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.2550760126517702}",30,10,11.720635205612055,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2512547031739751}",20,12,4.65171897426517,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.24751862577658976}",25,16,17.812641767434645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.24386526444139614}",25,4,-35.09271185944386,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.24029219530949636}",20,12,12.054095437769032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.23679708265994168}",25,8,25.736720399663543,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.23337767509160076}",20,8,23.05177305979083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.2300318018966122}",25,12,-15.67307089362378,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.22675736961451246}",25,14,20.845245745796273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.22355235875682536}",20,14,8.474336043048263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2204148206925434}",30,13,-34.40588517071705,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.21734287468553204}",25,13,-29.325340615623187,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.2143347050754458}",20,10,6.966826988958995,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.21138855859426614}",20,0,-31.96103914433629,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.20850274181105483}",20,6,0.7284943161949047,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.2056756186979705}",20,0,8.274146829797377,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.20290560831101376}",30,16,8.009432393997209,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.2001911825793633}",30,9,1.1353173191737709,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.19753086419753085}",25,7,12.743170023460817,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.1949232246149048}",25,9,-21.000501514119804,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.19236688211757466}",20,5,27.00938620559586,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.18986049999762677}",20,14,11.16943305938261,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.1874027848053822}",30,19,23.492472692873882,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.1849924846803099}",20,5,22.962703229543738,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.1826283877565929}",20,0,17.868855699807497,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.18030932063955715}",25,2,-7.590862494295463,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.5, 'e': 0.17803414694938488}",30,16,7.194927763446682,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.17580176592873878}",25,13,26.482172174990502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.1736111111111111}",20,15,9.580320934328057,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.17146114904689033}",25,3,16.8519752809413,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.1693508780843029}",25,11,14.98967019572589,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.167279327202546}",20,7,14.706024273852437,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.16524555489457335}",25,20,9.71003300703904,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.16324864809713294}",20,3,-4.243321822870874,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.16128772116578768}",25,17,16.036848294459425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.15936191489276938}",20,2,10.541795371145678,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.15747039556563364}",20,12,13.258750256152679,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.15561235406478924}",20,4,-66.59116277048363,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
170,False,"{'a': 0.5, 'e': 0.15378700499807768}",20,0,-27.06993798969689,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.15199358587067627}",30,14,30.203635622804708,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.15023135628868456}",20,9,11.13590407635109,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.14849959719484263}",20,10,6.667672333085584,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.14679761013490703}",20,13,14.770324228267727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.14512471655328799}",25,19,9.774208102641433,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.1434802571166208}",20,13,0.9925301752040339,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.14186359106401242}",30,19,17.452657832278764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.14027409558276874}",20,15,3.897222245820511,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.13871116520846555}",25,17,16.449890816948784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.13717421124828535}",30,16,25.64283346052397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.13566266122659396}",20,8,25.431555344835505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.13417595835178253}",25,2,41.84701308912519,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.13271356100344722}",20,0,19.393345982420556,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.13127494223902544}",20,0,18.956713135328595,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.12985958931904878}",25,0,14.751029197289672,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.12846700325021518}",30,0,-4.460418939250712,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.12709669834551876}",20,14,-2.26290579776577,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.12574820180071428}",20,5,27.9149363450809,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.12442105328642661}",25,15,16.703126345586295,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.12311480455524776}",20,13,15.446531354407727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.12182901906319578}",20,16,9.008859743476206,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.12056327160493828}",25,11,26.130459846014396,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.11931714796221227}",20,12,15.802014235456479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.11809024456489652}",25,4,9.252996947666528,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.11688216816421945}",25,11,23.876728251499863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.11569253551760841}",20,5,29.707571047127747,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.1145209730847083}",20,11,16.13240479444209,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.11336711673412013}",20,15,7.424581033988429,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.11223061146042891}",20,9,-13.245895722162352,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.1111111111111111}",20,14,9.760098390419579,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.11000827812292877}",30,15,15.851884985855829,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.10892178326743567}",20,0,24.03973401627406,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.10785130540523781}",20,10,14.299244479953304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.10679653124866505}",20,3,10.579602232854427,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.10575715513252697}",25,7,11.51609445803016,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.10473287879263937}",25,14,20.039653253601948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.10372341115182256}",30,14,22.791462106808396,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.10272846811308349}",30,24,8.66362854925493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.10174777235970892}",25,17,15.510420809420303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.10078105316200554}",25,8,23.949577452285556,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.09982804619043698}",25,6,29.278390567374295,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.09888849333491558}",25,16,13.962361264125736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.09796214253001928}",25,18,-30.759612811555773,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.0970487475859124}",20,11,15.589152368757341,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.09614806802475813}",25,13,23.193547987760315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.09525986892242037}",20,0,29.233375926564026,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.09438392075526014}",30,7,23.87066925617462,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.09351999925184001}",25,15,18.3895962054781,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.09266788524935772}",25,4,21.948921821312997,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.09182736455463729}",20,0,28.389924953896394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.09099822780951342}",20,12,4.95118038380532,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.09018027036045054}",25,13,15.939642394003563,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.08937329213224567}",25,3,40.45530904291972,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.08857709750566894}",30,7,-21.922665746144883,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.0877914951989026}",30,11,-30.771788443425518,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.08701629815264401}",25,14,22.910908553706832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.08625132341874371}",30,16,23.808598273784188,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.0854963920522554}",25,9,32.56090524310821,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.084751329006778}",20,13,13.056760449115865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.08401596303297627}",25,20,13.03381466819291,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.08329012658016988}",20,3,-16.032171536796,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.08257365570088519}",35,16,10.443687736114343,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.08186638995826863}",20,14,11.374052926396136,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.08116817233626351}",25,6,31.928914420529377,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.08047884915245712}",25,11,27.969582155406243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.07979826997350697}",20,3,28.969573656344696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.07912628753305997}",20,10,19.024835591469376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.07846275765208044}",20,11,-9.460449819578487,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.07780753916150707}",20,8,25.952515183806433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.0771604938271605}",20,9,-1.150971275225893,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.07652148627682796}",20,2,-11.797504073081443,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.0758903839294523}",20,15,10.318276513691298,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.07526705692635682}",20,12,16.25719649368112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.07465137806443908}",20,7,18.98371438131302,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.07404322273126938}",20,9,22.664142065489592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0734424688420326}",20,6,23.209258339395426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.07284899677825311}",20,10,8.20416260276468,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.07226268932824605}",25,10,25.989184047721107,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.07168343162923896}",30,23,14.240613645002759,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.07111111111111111}",20,10,17.597237620637188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.07054561744169847}",20,0,12.902923386176033,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.06998684247361496}",25,17,2.5453829404922046,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.06943468019254237}",25,7,32.061225394153595,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.06888902666694223}",20,6,26.984484597956286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.06834977999914564}",20,9,14.670075270532514,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.06781684027777778}",20,9,18.192473820347594,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.0672901095314758}",30,12,-8.828284225207167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.06676949168385983}",25,15,-2.368001924033573,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.06625489250971878}",20,13,12.687820164189795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.06574621959237344}",30,14,-1.3235199225117207,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.06524338228218089}",30,13,11.789948572786647,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.06474629165614541}",20,11,17.823658659883094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.06425486047860234}",20,10,-19.415648756000024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.06376900316294255}",20,6,27.66961931941848,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06328863573434597}",25,9,31.047461999825043,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06281367579349377}",25,13,22.63619240394364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.062344042481230544}",20,16,10.180110946026971,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06187965644414744}",20,14,11.835033061717793,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.061420439801059185}",25,8,11.270733788092244,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.060966316110349035}",25,12,26.575589978917506,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06051721033815505}",20,13,13.349732217544764,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06007304882737409}",20,0,11.855037358781649,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.059633759267458904}",30,15,30.55315395577619,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.05919927066498542}",25,17,18.41342476517632,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.05876951331496786}",20,13,12.281586396680266,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.05834441877290019}",25,15,5.91895383873795,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.05792391982750256}",25,11,1.206446338457465,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.05750795047415305}",20,14,12.765559745576486,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.05709644588898454}",25,16,17.323798277817907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.056689342403628114}",35,21,26.96701478038093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
